"","Sample_1_1","Sample_1_2","Sample_1_3","Sample_1_4","Sample_2_1","Sample_2_2","Sample_2_3","Sample_2_4"
"ENSG00000291185",64,74,48,51,101,88,59,55
"ENSG00000298993",0,2,0,0,4,0,0,0
"ENSG00000298995",0,0,0,0,0,0,0,0
"ENSG00000299023",0,1,1,0,0,0,0,0
"ENSG00000227619",1,0,0,1,0,0,0,0
"ENSG00000299043",0,0,0,0,0,0,0,0
"ENSG00000299047",0,0,0,0,0,0,0,1
"ENSG00000224842",67,98,82,99,27,10,14,13
"ENSG00000299091",0,0,0,0,1,1,1,0
"ENSG00000299167",0,0,0,0,0,0,0,0
"ENSG00000299168",0,0,0,2,0,0,0,0
"ENSG00000299197",0,0,0,0,0,0,0,0
"ENSG00000299203",0,0,2,1,1,0,0,0
"ENSG00000299212",0,0,0,0,0,0,0,0
"ENSG00000299220",0,0,0,0,0,0,0,0
"ENSG00000287782",0,0,0,0,0,0,0,0
"ENSG00000299227",9,7,3,6,2,4,4,3
"ENSG00000299229",0,0,0,0,0,0,0,0
"ENSG00000239705",1,0,0,2,0,2,1,0
"ENSG00000299280",0,1,0,0,0,0,0,0
"ENSG00000299285",0,0,0,0,0,0,0,0
"ENSG00000299300",0,0,0,0,0,0,0,0
"ENSG00000234506",0,0,0,0,0,0,0,2
"ENSG00000299330",0,0,0,0,0,0,0,1
"ENSG00000233178",2,0,0,0,0,0,1,0
"ENSG00000299358",0,0,0,1,1,0,4,1
"ENSG00000299368",0,0,0,0,0,0,0,0
"ENSG00000224958",0,1,0,0,4,0,1,2
"ENSG00000226337",0,0,0,0,0,0,0,0
"ENSG00000299424",0,0,0,0,0,0,0,0
"ENSG00000299441",0,0,0,0,0,0,0,0
"ENSG00000299446",0,0,0,0,0,1,0,0
"ENSG00000299461",0,0,0,0,0,0,0,0
"ENSG00000299478",0,0,0,0,0,0,0,0
"ENSG00000232590",0,0,0,0,0,0,1,0
"ENSG00000286840",0,0,0,0,0,0,0,0
"ENSG00000299499",0,0,0,0,0,0,0,0
"ENSG00000299511",0,0,0,0,0,0,0,0
"ENSG00000299518",0,0,0,0,0,0,0,0
"ENSG00000284418",0,1,0,0,0,0,0,0
"ENSG00000234840",5,14,11,11,0,0,2,1
"ENSG00000299547",0,0,0,0,0,0,0,0
"ENSG00000299552",1,0,1,1,1,3,0,3
"ENSG00000267026",0,0,1,0,0,0,0,0
"ENSG00000299588",0,1,0,0,0,0,0,0
"ENSG00000299606",0,0,0,0,0,0,0,0
"ENSG00000299632",1,0,0,0,0,0,0,0
"ENSG00000299636",0,0,0,0,0,0,0,0
"ENSG00000225361",20,26,13,13,31,23,35,23
"ENSG00000299639",0,0,0,0,0,0,0,0
"ENSG00000299651",1,0,1,0,0,1,0,0
"ENSG00000288865",1,2,0,0,1,0,0,0
"ENSG00000299681",0,0,0,0,0,0,0,0
"ENSG00000299696",0,0,2,0,4,1,0,0
"ENSG00000228115",0,0,1,0,0,3,1,0
"ENSG00000299739",0,0,0,0,0,0,0,0
"ENSG00000286428",0,4,2,4,2,2,0,1
"ENSG00000299778",0,0,0,0,0,0,0,0
"ENSG00000299785",0,0,0,0,0,0,0,0
"ENSG00000299819",0,0,0,0,0,0,0,0
"ENSG00000299845",4,0,1,0,3,0,1,0
"ENSG00000235601",0,0,0,0,0,0,0,0
"ENSG00000204860",9,13,12,12,25,24,20,19
"ENSG00000299910",0,0,0,0,0,0,0,0
"ENSG00000299928",0,0,0,0,0,0,0,0
"ENSG00000233242",2,0,2,2,0,1,2,2
"ENSG00000299969",0,2,0,0,1,0,0,0
"ENSG00000300025",0,0,1,0,0,0,0,0
"ENSG00000286670",1,0,0,0,1,1,0,0
"ENSG00000300119",0,0,1,1,0,3,0,2
"ENSG00000300139",0,0,0,0,0,0,0,0
"ENSG00000233926",4,5,5,4,4,3,1,0
"ENSG00000300185",0,0,0,0,0,0,0,0
"ENSG00000300201",0,0,0,0,0,0,0,0
"ENSG00000300243",0,4,0,0,0,2,0,0
"ENSG00000227958",3,2,0,1,0,0,3,0
"ENSG00000300266",0,0,0,0,1,0,0,3
"ENSG00000287355",0,0,0,0,0,0,0,0
"ENSG00000227555",0,0,0,0,0,0,0,0
"ENSG00000300382",0,0,0,0,0,0,0,0
"ENSG00000300408",0,0,1,0,0,0,0,0
"ENSG00000300420",0,0,2,0,4,2,0,1
"ENSG00000300428",6,7,5,9,7,15,6,4
"ENSG00000226566",0,0,0,0,0,0,0,0
"ENSG00000300457",0,0,0,0,0,0,0,0
"ENSG00000300460",0,0,0,0,0,0,0,0
"ENSG00000226904",0,0,0,0,0,0,0,0
"ENSG00000288727",0,0,0,0,0,0,0,0
"ENSG00000234394",0,0,0,0,2,3,0,0
"ENSG00000300529",0,0,0,0,0,0,0,0
"ENSG00000286823",0,1,0,0,0,4,0,3
"ENSG00000300558",0,0,0,0,1,1,2,0
"ENSG00000300573",0,0,0,1,0,0,0,1
"ENSG00000300577",0,0,0,0,1,0,0,0
"ENSG00000300582",0,0,0,1,0,0,0,0
"ENSG00000289000",0,1,1,1,1,0,1,0
"ENSG00000228395",0,1,2,7,5,4,5,2
"ENSG00000300658",0,0,0,0,0,0,0,0
"ENSG00000270332",4,2,0,2,0,1,2,0
"ENSG00000285483",0,0,0,0,0,0,0,0
"ENSG00000224825",3,8,1,8,6,4,5,10
"ENSG00000300826",1,2,2,3,9,6,4,1
"ENSG00000300863",0,0,0,0,0,0,0,0
"ENSG00000300908",0,0,0,0,0,0,0,0
"ENSG00000300910",1,0,4,1,2,0,2,4
"ENSG00000291061",9,3,7,7,15,14,9,13
"ENSG00000301002",0,0,0,0,0,0,0,0
"ENSG00000234692",0,2,1,7,0,0,0,0
"ENSG00000301032",0,0,0,0,0,0,0,0
"ENSG00000301055",0,0,0,0,0,0,0,0
"ENSG00000301087",0,0,0,0,0,0,0,0
"ENSG00000301144",0,0,0,0,0,0,0,0
"ENSG00000301160",0,0,0,0,0,0,0,0
"ENSG00000301183",0,0,1,1,1,3,1,2
"ENSG00000301188",0,0,0,0,0,0,0,1
"ENSG00000301201",0,0,0,0,0,0,0,0
"ENSG00000301211",0,0,0,0,0,0,0,0
"ENSG00000301231",0,0,0,0,0,0,0,0
"ENSG00000237626",0,0,0,0,0,0,0,1
"ENSG00000301296",0,0,0,0,2,0,0,0
"ENSG00000301319",0,0,0,0,0,0,0,0
"ENSG00000301340",4,1,2,1,4,2,1,3
"ENSG00000301342",0,2,2,3,0,1,2,0
"ENSG00000301354",0,1,0,1,0,0,0,0
"ENSG00000301418",0,0,0,0,0,0,0,0
"ENSG00000301432",0,0,0,0,0,0,0,1
"ENSG00000281769",0,0,0,0,0,0,0,0
"ENSG00000232063",4,3,0,1,3,1,0,1
"ENSG00000301542",0,1,0,0,0,0,0,0
"ENSG00000301585",1,0,0,0,0,0,0,0
"ENSG00000301606",0,1,0,0,0,0,0,0
"ENSG00000301611",1,0,1,1,0,1,0,0
"ENSG00000301627",0,0,1,0,1,0,0,0
"ENSG00000301664",0,0,2,1,0,0,0,0
"ENSG00000301712",0,0,0,0,0,0,0,0
"ENSG00000301759",0,0,0,0,0,0,0,0
"ENSG00000227200",1,1,1,0,0,1,0,0
"ENSG00000301798",0,1,0,0,0,0,0,0
"ENSG00000301804",0,0,0,0,0,0,1,0
"ENSG00000301855",0,0,0,0,0,0,0,0
"ENSG00000301859",0,0,0,0,0,0,0,0
"ENSG00000301889",1,1,0,0,0,0,0,0
"ENSG00000301907",0,0,0,0,0,0,0,0
"ENSG00000301920",0,0,0,0,0,0,0,0
"ENSG00000227463",0,0,0,0,0,0,0,0
"ENSG00000225434",4,4,0,1,3,3,3,2
"ENSG00000223729",0,0,0,0,0,0,0,0
"ENSG00000230013",0,0,0,0,0,0,0,0
"ENSG00000302046",0,0,0,0,0,0,0,0
"ENSG00000289459",0,0,0,1,0,0,0,0
"ENSG00000302079",0,1,1,0,0,0,0,1
"ENSG00000302137",0,0,0,0,0,0,0,0
"ENSG00000302142",0,0,0,0,0,0,0,0
"ENSG00000302144",0,0,0,0,0,0,0,0
"ENSG00000302146",0,0,0,0,0,0,0,0
"ENSG00000228658",0,0,0,0,0,0,0,0
"ENSG00000302162",0,0,0,0,0,0,0,0
"ENSG00000302189",11,13,4,5,7,7,15,10
"ENSG00000302194",0,1,0,0,0,0,0,0
"ENSG00000302201",0,1,0,0,0,1,0,2
"ENSG00000302224",0,0,0,0,0,0,0,0
"ENSG00000302233",0,0,0,0,0,0,0,0
"ENSG00000302252",0,0,0,0,0,0,0,0
"ENSG00000275465",0,0,0,0,0,0,0,2
"ENSG00000231107",21,8,12,11,0,1,0,1
"ENSG00000291170",4,10,2,3,1,2,4,4
"ENSG00000287187",0,0,0,0,0,1,0,0
"ENSG00000229613",0,0,0,0,0,0,0,0
"ENSG00000225194",3,3,3,1,1,3,3,1
"ENSG00000302334",0,0,0,0,0,0,0,0
"ENSG00000302339",0,0,0,0,0,0,0,0
"ENSG00000302345",0,1,0,0,0,0,0,1
"ENSG00000302352",0,0,0,0,0,1,0,0
"ENSG00000302353",0,3,3,0,0,1,0,0
"ENSG00000281491",4,8,6,8,3,7,2,0
"ENSG00000302362",0,0,0,0,0,0,0,0
"ENSG00000302369",0,0,0,0,0,0,0,0
"ENSG00000302378",0,0,0,0,0,0,0,0
"ENSG00000302382",0,0,0,0,0,0,0,0
"ENSG00000287038",66,64,49,35,39,20,24,21
"ENSG00000302391",1,4,1,3,8,3,2,3
"ENSG00000226798",0,0,1,0,0,0,0,0
"ENSG00000302397",0,0,0,0,0,0,0,0
"ENSG00000302398",2,1,0,3,3,1,0,2
"ENSG00000302400",2,9,1,2,3,2,4,4
"ENSG00000302401",0,0,0,0,0,0,0,0
"ENSG00000302413",0,0,0,0,0,0,0,0
"ENSG00000250850",0,0,0,0,0,0,0,0
"ENSG00000302439",2,0,0,0,0,0,0,0
"ENSG00000302509",11,8,3,3,3,3,1,0
"ENSG00000302521",1,3,0,0,1,0,0,1
"ENSG00000302532",15,12,19,16,27,12,15,11
"ENSG00000278910",0,0,0,2,0,0,0,0
"ENSG00000302556",0,0,0,0,0,0,0,0
"ENSG00000302570",0,0,0,0,0,0,0,0
"ENSG00000302600",0,0,0,0,1,1,0,0
"ENSG00000302636",2,1,0,1,0,0,0,0
"ENSG00000302657",0,0,0,0,0,0,0,0
"ENSG00000302699",0,0,0,0,0,0,1,0
"ENSG00000302701",10,16,10,14,20,12,6,14
"ENSG00000302716",0,0,0,0,0,0,0,0
"ENSG00000302722",0,1,0,0,0,0,0,0
"ENSG00000302724",11,28,29,25,50,51,54,57
"ENSG00000230676",2,0,0,0,0,1,1,0
"ENSG00000302742",0,1,0,0,0,0,0,0
"ENSG00000302772",0,0,0,0,1,1,0,0
"ENSG00000237062",0,0,0,2,0,0,1,0
"ENSG00000302872",0,0,0,0,0,0,0,0
"ENSG00000233516",0,0,0,1,0,0,0,0
"ENSG00000302946",0,1,1,0,0,0,0,0
"ENSG00000302969",0,0,0,0,0,0,0,0
"ENSG00000303032",0,0,0,0,0,0,0,0
"ENSG00000303045",0,0,0,0,0,0,0,0
"ENSG00000236511",0,0,0,0,0,0,0,0
"ENSG00000303106",0,0,0,0,0,0,0,0
"ENSG00000303195",0,1,1,1,0,1,0,0
"ENSG00000303212",0,0,0,0,0,2,0,0
"ENSG00000303215",0,1,0,0,0,0,0,4
"ENSG00000303217",0,0,0,0,0,0,0,0
"ENSG00000293610",0,0,0,0,0,0,0,0
"ENSG00000285907",18,43,21,25,7,5,4,0
"ENSG00000303235",0,0,0,0,0,0,0,0
"ENSG00000303250",0,0,0,0,0,0,0,0
"ENSG00000303251",0,0,0,0,0,0,0,0
"ENSG00000303278",0,0,0,0,0,0,0,1
"ENSG00000303281",0,0,0,0,0,0,0,0
"ENSG00000303297",0,0,0,0,0,0,0,0
"ENSG00000230030",0,0,0,0,1,0,0,0
"ENSG00000303419",0,0,0,0,0,0,0,0
"ENSG00000303422",0,3,0,1,0,1,0,0
"ENSG00000303438",0,0,0,0,0,0,0,0
"ENSG00000303441",0,0,0,0,0,0,0,0
"ENSG00000233616",0,0,0,0,0,0,0,0
"ENSG00000303472",0,3,1,0,0,0,1,0
"ENSG00000303478",0,0,0,0,0,0,0,0
"ENSG00000303496",0,0,0,1,2,1,2,0
"ENSG00000303512",0,0,1,0,0,0,0,0
"ENSG00000303524",0,0,0,0,0,0,0,0
"ENSG00000303539",0,0,0,0,0,1,0,0
"ENSG00000303639",3,2,6,2,8,6,8,2
"ENSG00000303651",0,0,0,0,0,0,0,0
"ENSG00000303675",1,0,0,0,0,0,1,0
"ENSG00000303678",0,0,0,0,0,0,0,0
"ENSG00000303682",0,0,0,0,0,0,0,0
"ENSG00000303685",0,0,0,1,1,0,1,0
"ENSG00000303694",0,0,2,0,0,0,0,0
"ENSG00000234323",5,7,9,2,5,2,6,7
"ENSG00000303739",0,0,0,0,0,0,0,0
"ENSG00000303814",0,0,0,0,0,0,0,0
"ENSG00000303816",0,0,0,0,0,2,1,0
"ENSG00000303832",0,0,0,0,0,0,0,0
"ENSG00000303848",0,0,0,0,0,0,0,0
"ENSG00000303903",0,0,0,0,0,0,0,1
"ENSG00000303948",0,0,0,0,0,0,0,0
"ENSG00000291168",14,37,22,14,19,24,15,15
"ENSG00000303954",0,0,1,0,0,0,0,1
"ENSG00000303962",0,2,0,1,0,0,0,0
"ENSG00000303968",0,0,0,0,0,0,0,0
"ENSG00000303974",0,0,0,0,0,0,0,0
"ENSG00000303981",1,0,1,0,0,0,0,0
"ENSG00000303985",0,0,0,0,0,0,0,0
"ENSG00000303992",1,0,0,0,1,0,2,0
"ENSG00000229109",7,13,10,11,13,5,2,5
"ENSG00000304025",0,0,0,0,0,0,0,0
"ENSG00000286451",4,4,4,3,0,0,0,1
"ENSG00000223446",3,14,1,1,6,4,9,4
"ENSG00000304058",0,0,0,2,0,0,2,1
"ENSG00000304072",0,0,0,0,0,0,0,0
"ENSG00000304091",0,0,0,0,0,0,0,0
"ENSG00000286474",0,0,0,0,0,0,0,0
"ENSG00000304113",0,0,0,0,0,0,0,0
"ENSG00000304128",0,0,0,0,0,0,0,0
"ENSG00000237009",1,1,0,0,0,0,0,0
"ENSG00000304236",0,0,0,0,0,0,0,0
"ENSG00000304245",0,0,0,0,0,0,0,1
"ENSG00000304253",0,0,0,0,0,0,0,0
"ENSG00000304289",7,11,13,7,6,10,4,4
"ENSG00000304293",1,1,1,3,0,0,2,0
"ENSG00000304312",0,1,0,0,0,0,0,0
"ENSG00000304317",0,0,0,0,0,0,0,0
"ENSG00000304343",0,0,0,0,0,0,0,0
"ENSG00000290586",0,0,0,0,0,0,0,0
"ENSG00000304350",0,0,0,0,0,0,0,0
"ENSG00000304356",0,0,1,0,0,0,0,1
"ENSG00000304377",0,0,0,0,0,0,0,1
"ENSG00000230262",1,2,0,2,0,0,2,1
"ENSG00000238058",54,65,49,47,89,51,79,70
"ENSG00000269929",14,19,15,20,16,12,14,29
"ENSG00000304450",0,0,0,0,0,0,0,0
"ENSG00000235448",21,23,22,14,4,6,7,7
"ENSG00000304460",0,0,0,0,0,0,0,0
"ENSG00000304486",0,0,0,0,0,0,0,0
"ENSG00000289166",3,0,0,0,0,0,0,2
"ENSG00000304528",0,0,0,0,0,0,0,0
"ENSG00000227150",0,1,1,0,0,0,0,0
"ENSG00000304547",0,0,0,0,0,0,0,0
"ENSG00000304572",0,0,0,2,0,0,0,0
"ENSG00000304582",0,0,0,0,0,0,0,0
"ENSG00000304586",1,0,0,1,2,0,0,0
"ENSG00000224020",16,14,9,15,17,9,14,16
"ENSG00000224945",11,9,25,15,10,7,12,9
"ENSG00000275329",14,26,23,20,23,22,30,20
"ENSG00000171889",20,16,14,14,0,0,0,1
"ENSG00000229311",0,0,0,0,0,0,0,0
"ENSG00000175611",36,38,55,32,99,80,104,71
"ENSG00000240498",7,5,2,2,1,0,0,0
"ENSG00000237357",1,0,0,0,1,0,0,0
"ENSG00000225564",0,1,1,0,0,0,0,1
"ENSG00000304786",0,0,0,0,0,0,0,0
"ENSG00000290538",0,0,0,0,0,0,0,0
"ENSG00000304867",0,0,0,0,0,0,0,0
"ENSG00000304884",0,0,0,0,0,0,0,0
"ENSG00000230815",0,0,0,0,0,0,0,0
"ENSG00000304908",0,0,0,0,0,0,0,0
"ENSG00000287551",0,0,0,0,1,0,1,0
"ENSG00000304973",1,0,0,0,0,0,0,0
"ENSG00000304985",0,0,0,0,0,0,0,0
"ENSG00000305014",9,5,12,4,2,0,1,0
"ENSG00000305015",0,0,0,0,0,0,0,0
"ENSG00000286322",0,0,0,0,0,0,0,0
"ENSG00000305061",0,0,0,0,0,0,1,0
"ENSG00000236403",0,0,0,0,0,0,0,0
"ENSG00000234740",4,2,2,5,0,1,0,0
"ENSG00000290644",3,9,5,5,5,3,1,2
"ENSG00000305111",0,0,0,0,0,0,0,0
"ENSG00000290971",0,0,0,0,0,0,0,0
"ENSG00000305205",0,0,0,1,1,3,0,0
"ENSG00000305240",0,0,0,0,0,0,0,0
"ENSG00000305253",0,0,0,0,0,0,0,0
"ENSG00000305268",0,0,1,0,0,0,0,0
"ENSG00000305315",0,0,0,0,0,0,0,0
"ENSG00000305334",0,0,0,0,0,0,0,0
"ENSG00000305362",0,0,0,0,0,0,0,0
"ENSG00000285911",1,0,0,0,0,1,0,1
"ENSG00000305568",0,0,1,0,0,0,0,0
"ENSG00000305588",0,0,0,0,0,0,0,0
"ENSG00000305613",0,0,0,1,0,0,0,0
"ENSG00000305616",0,0,0,0,0,0,0,0
"ENSG00000285634",1,0,0,0,0,0,0,0
"ENSG00000305661",0,0,0,0,0,0,0,0
"ENSG00000305664",0,0,0,0,0,0,0,0
"ENSG00000229582",0,0,1,1,7,2,7,10
"ENSG00000305689",0,0,0,0,0,0,0,0
"ENSG00000305705",0,0,0,0,1,0,1,0
"ENSG00000305718",0,0,0,0,0,0,0,0
"ENSG00000231990",0,0,0,0,0,0,0,0
"ENSG00000305767",0,0,0,0,0,0,0,0
"ENSG00000305775",0,0,0,0,0,0,0,0
"ENSG00000227155",0,0,0,3,0,0,0,0
"ENSG00000305801",0,0,0,0,0,0,0,0
"ENSG00000305822",0,0,0,0,0,0,0,0
"ENSG00000305829",0,0,0,0,0,0,0,1
"ENSG00000305833",0,0,0,0,0,0,0,0
"ENSG00000305836",0,1,0,0,0,0,0,1
"ENSG00000305849",0,3,1,0,1,0,0,1
"ENSG00000234705",0,2,2,0,0,0,0,0
"ENSG00000305860",0,0,0,0,0,0,1,0
"ENSG00000305866",0,0,0,1,0,0,0,1
"ENSG00000305868",1,3,0,1,0,0,1,0
"ENSG00000305869",0,2,2,3,0,1,6,3
"ENSG00000305891",0,0,0,0,0,0,0,0
"ENSG00000290685",0,3,4,1,16,4,4,5
"ENSG00000305910",2,1,0,1,5,0,0,0
"ENSG00000305919",1,2,0,0,3,2,3,0
"ENSG00000305973",0,0,0,0,0,0,0,0
"ENSG00000305999",0,0,0,0,0,0,0,0
"ENSG00000306036",0,0,0,0,0,0,0,0
"ENSG00000306039",0,0,0,0,0,0,0,0
"ENSG00000288771",0,0,0,0,1,0,2,1
"ENSG00000236733",0,0,0,0,0,0,0,0
"ENSG00000306078",0,0,0,0,0,0,0,0
"ENSG00000289285",6,2,1,0,1,2,0,0
"ENSG00000306113",2,3,0,0,0,0,1,1
"ENSG00000228317",0,4,1,0,2,2,2,1
"ENSG00000306161",0,0,0,0,0,0,0,0
"ENSG00000306168",0,0,0,0,1,0,0,0
"ENSG00000306179",0,0,0,0,0,0,0,0
"ENSG00000306181",1,3,0,1,1,1,1,1
"ENSG00000306184",0,0,0,0,0,0,0,0
"ENSG00000306202",3,2,0,2,1,3,2,2
"ENSG00000281649",407,601,483,450,407,349,354,306
"ENSG00000306257",0,8,1,3,3,0,1,1
"ENSG00000306272",0,0,1,0,0,0,0,0
"ENSG00000306278",0,0,0,0,0,0,0,0
"ENSG00000306336",0,0,0,0,0,0,0,1
"ENSG00000306375",0,0,2,1,0,0,0,0
"ENSG00000203321",2,5,1,1,6,9,4,8
"ENSG00000306426",4,1,1,0,7,3,2,3
"ENSG00000291167",0,0,0,0,0,0,0,0
"ENSG00000289725",0,0,2,0,0,0,0,0
"ENSG00000287333",1,1,0,3,0,1,0,2
"ENSG00000306512",0,0,0,0,0,0,0,0
"ENSG00000289993",0,1,5,3,0,0,5,3
"ENSG00000306514",3,0,1,2,0,4,1,1
"ENSG00000306523",0,0,0,0,0,0,0,0
"ENSG00000306566",0,0,0,0,0,0,0,0
"ENSG00000306572",0,0,0,0,0,0,0,0
"ENSG00000225050",0,0,0,0,0,0,0,0
"ENSG00000306621",0,0,0,0,0,0,0,0
"ENSG00000293481",0,0,0,0,0,0,0,0
"ENSG00000306640",0,0,0,0,0,0,0,0
"ENSG00000306655",0,0,0,0,0,0,0,0
"ENSG00000306667",0,0,0,0,0,0,0,0
"ENSG00000289031",4,3,3,4,2,6,3,3
"ENSG00000306694",0,0,0,0,1,0,3,4
"ENSG00000306712",0,0,0,0,0,0,0,0
"ENSG00000275450",2,0,2,3,4,7,8,12
"ENSG00000226334",1,0,0,0,1,1,0,1
"ENSG00000306734",0,0,0,0,0,0,0,0
"ENSG00000306742",0,0,0,0,0,0,0,0
"ENSG00000306748",2,0,1,0,0,3,0,0
"ENSG00000228142",0,0,0,0,0,0,0,0
"ENSG00000226609",2,4,1,6,2,4,1,0
"ENSG00000306910",0,0,0,0,0,0,0,0
"ENSG00000306923",0,1,0,0,0,0,0,0
"ENSG00000306941",0,0,0,0,0,0,0,0
"ENSG00000306944",0,0,0,0,0,0,0,0
"ENSG00000236643",3,1,1,0,0,0,1,0
"ENSG00000227071",1,2,3,3,0,1,2,0
"ENSG00000287750",8,11,3,4,8,4,6,0
"ENSG00000307082",0,1,1,0,0,1,0,1
"ENSG00000307091",0,0,0,0,0,0,0,0
"ENSG00000307118",0,0,0,0,0,0,0,0
"ENSG00000289552",2,2,6,2,7,4,9,5
"ENSG00000307168",0,0,0,1,0,0,0,1
"ENSG00000307184",0,0,0,0,0,1,0,0
"ENSG00000205549",0,0,0,0,0,0,0,0
"ENSG00000288575",1,9,5,5,0,1,0,1
"ENSG00000307225",0,0,0,0,0,1,2,2
"ENSG00000307227",0,0,0,0,0,0,0,0
"ENSG00000267559",0,0,0,1,0,0,0,0
"ENSG00000307243",0,0,0,0,0,0,0,0
"ENSG00000236130",0,0,0,0,1,0,0,0
"ENSG00000230782",0,7,0,2,0,0,6,0
"ENSG00000307267",0,0,0,0,0,0,0,0
"ENSG00000237153",0,0,0,0,0,0,0,0
"ENSG00000307296",0,0,0,0,0,0,0,0
"ENSG00000285169",0,0,0,0,0,0,0,0
"ENSG00000173077",4,7,8,9,0,0,1,1
"ENSG00000290559",4,1,5,3,0,0,2,0
"ENSG00000236461",0,0,0,0,0,0,0,0
"ENSG00000307361",0,2,3,1,6,1,4,1
"ENSG00000307373",1,0,0,0,0,0,0,0
"ENSG00000307377",11,20,22,13,0,0,0,0
"ENSG00000307379",0,0,0,0,0,0,0,1
"ENSG00000307395",0,0,0,1,0,0,0,0
"ENSG00000307425",0,0,0,0,0,0,0,0
"ENSG00000307437",0,0,0,0,0,0,0,0
"ENSG00000307454",0,4,1,0,0,1,0,0
"ENSG00000307461",0,0,0,0,0,0,0,0
"ENSG00000307463",0,0,1,0,0,0,0,0
"ENSG00000307465",0,0,1,0,1,0,0,0
"ENSG00000307471",0,1,1,0,2,0,0,0
"ENSG00000227269",0,1,0,0,0,0,0,0
"ENSG00000307490",0,0,0,0,0,0,0,0
"ENSG00000307493",0,0,0,1,0,0,1,0
"ENSG00000307505",0,0,0,0,0,0,0,0
"ENSG00000307513",0,0,0,0,0,0,0,0
"ENSG00000307539",7,8,7,4,11,6,6,6
"ENSG00000270372",0,2,0,0,0,0,0,0
"ENSG00000307594",0,0,1,0,1,0,0,0
"ENSG00000307610",0,0,0,0,0,0,0,0
"ENSG00000307636",0,0,0,0,0,0,0,0
"ENSG00000307648",0,0,0,0,0,0,0,0
"ENSG00000307685",0,0,0,0,0,0,0,0
"ENSG00000232896",0,0,0,0,0,0,0,0
"ENSG00000307709",2,4,3,7,0,0,1,0
"ENSG00000307729",2,1,0,2,3,3,3,3
"ENSG00000307767",0,0,0,0,0,0,0,0
"ENSG00000307771",2,3,3,0,0,1,3,4
"ENSG00000307791",0,0,0,0,0,0,0,0
"ENSG00000307874",0,0,0,0,0,0,0,0
"ENSG00000307888",0,0,0,0,0,0,0,0
"ENSG00000307955",0,0,0,0,0,0,0,0
"ENSG00000225951",2,2,0,0,5,1,0,2
"ENSG00000270412",0,0,0,0,0,0,0,0
"ENSG00000290837",10,21,13,14,13,12,15,9
"ENSG00000308064",0,0,0,0,0,0,0,0
"ENSG00000308124",0,0,0,0,0,1,1,0
"ENSG00000228714",0,1,0,0,0,0,0,1
"ENSG00000228392",0,0,0,1,0,0,0,0
"ENSG00000308189",0,0,2,0,0,1,0,0
"ENSG00000233081",0,0,0,2,0,0,1,2
"ENSG00000204148",0,0,0,0,0,0,0,0
"ENSG00000308232",1,0,0,1,0,1,0,0
"ENSG00000308236",0,0,0,0,0,0,0,0
"ENSG00000308237",0,0,0,0,0,0,1,0
"ENSG00000308256",0,0,0,0,0,0,0,0
"ENSG00000308267",0,0,0,0,0,0,1,0
"ENSG00000204814",0,0,0,0,0,0,0,0
"ENSG00000308285",0,0,0,0,0,0,0,0
"ENSG00000308288",0,0,0,0,0,0,0,0
"ENSG00000308297",0,0,0,0,0,0,0,0
"ENSG00000308298",2,4,4,3,1,2,0,0
"ENSG00000290717",5,1,0,1,3,1,0,3
"ENSG00000289159",0,0,0,1,0,0,0,0
"ENSG00000308336",0,0,0,4,3,0,0,1
"ENSG00000308345",0,0,0,0,0,0,0,0
"ENSG00000215112",0,0,0,0,0,0,0,0
"ENSG00000308378",0,0,0,0,0,0,0,0
"ENSG00000234921",0,1,0,0,0,0,0,0
"ENSG00000308400",0,0,0,0,0,0,0,0
"ENSG00000308405",0,0,0,0,0,0,0,0
"ENSG00000308426",0,0,0,0,2,0,1,1
"ENSG00000308512",0,0,0,0,0,0,0,0
"ENSG00000227531",0,0,0,0,0,0,0,0
"ENSG00000233086",0,0,0,0,0,0,0,0
"ENSG00000308535",0,0,0,0,0,0,0,0
"ENSG00000308540",0,0,0,0,0,0,0,0
"ENSG00000308541",0,0,1,0,0,0,0,0
"ENSG00000308542",0,0,0,0,0,0,0,0
"ENSG00000229105",0,0,0,0,0,0,0,0
"ENSG00000308581",0,0,0,0,0,0,0,0
"ENSG00000273061",12,4,10,16,6,9,7,10
"ENSG00000308598",0,0,0,0,0,0,0,0
"ENSG00000308601",0,0,0,1,0,0,0,0
"ENSG00000308610",2,0,3,0,1,2,7,4
"ENSG00000289933",0,0,0,0,0,0,0,0
"ENSG00000286842",0,0,0,0,0,0,0,0
"ENSG00000308674",0,0,0,0,0,0,0,0
"ENSG00000308688",0,0,0,0,0,0,0,0
"ENSG00000308691",0,0,0,0,0,0,0,0
"ENSG00000308694",0,1,0,0,0,0,0,0
"ENSG00000308740",3,3,6,1,5,0,4,2
"ENSG00000288903",3,1,1,5,0,0,0,0
"ENSG00000308758",1,0,0,1,0,0,0,3
"ENSG00000204446",0,0,0,0,0,0,0,0
"ENSG00000308778",0,0,1,0,0,1,0,0
"ENSG00000308784",0,0,0,0,0,0,0,0
"ENSG00000308795",0,0,0,0,0,0,0,0
"ENSG00000289226",0,0,0,0,3,1,0,0
"ENSG00000308887",0,0,0,0,0,0,0,0
"ENSG00000308893",0,0,0,0,0,0,0,0
"ENSG00000308900",3,3,4,2,7,7,5,7
"ENSG00000288989",1,3,2,2,5,1,2,0
